,bhk,price,size,location
1451,3,48.7,1207,BASISTHA
1452,2,37.5,906,BASISTHA
1453,2,46.5,800,GANDHI BASTI
1454,3,44.3,1155,AZARA
1455,3,90.8,1650,BIRUBARI
1456,3,60.0,750,LOKHRA ROAD
1457,3,65.0,1260,ULUBARI
1458,2,47.0,720,DHARAPUR
1459,3,88.0,1233,SIX MILE
1460,3,64.1,1490,BELTOLA
1461,3,63.5,1477,BELTOLA
1462,3,58.2,1108,JALUKBARI
1463,2,25.0,720,JYOTIKUCHI
1464,3,154.0,2188,ZOO TINIALI
1465,3,63.3,1472,BELTOLA
1466,3,65.0,1250,HENGRABARI
1467,2,43.0,800,SIX MILE
1468,3,105.0,1100,TARUN NAGAR
1469,3,60.0,1200,BAMUNIMAIDAM
1470,3,54.0,945,GOTANAGAR
1471,3,75.0,1248,CHANDMARI
1472,3,45.0,965,AZARA
1473,4,160.0,2500,GANESHGURI
1474,3,231.99999999999997,2900,KHARGHULI HILLS
1475,3,111.00000000000001,1851,KHARGHULI HILLS
1476,3,62.6,813,VIP ROAD
1477,3,76.5,1500,SIX MILE
1478,3,86.0,1520,GANDHI BASTI
1479,2,56.8,997,KAHILIPARA
1480,3,63.5,1040,LAKHIMI NAGAR
1481,3,55.6,1053,BELTOLA
1482,3,66.0,1310,PANJABARI
1483,3,54.6,1250,HATIGAON
1484,3,51.0,920,HATIGAON
1485,3,42.0,913,KAHIKUCHI
1486,3,98.0,1200,REHABARI
1487,3,50.0,1000,JALUKBARI
1488,3,44.8,732,BELTOLA
1489,2,47.0,902,HATIGAON
1490,3,76.9,1303,ZOO TINIALI
1491,3,44.9,734,BELTOLA
1492,3,53.0,900,KHANAPARA
1493,3,70.0,1475,JALUKBARI
1494,3,62.8,1428,SIX MILE
1495,2,35.0,571,BELTOLA
1496,3,78.2,1630,PANJABARI
1497,3,70.0,994,JALUKBARI
1498,3,64.9,1325,HATIGAON
1499,3,55.1,1225,LAL GANESH
1500,3,92.9,1498,KHARGHULI HILLS
1501,3,51.0,1200,KHANAPARA
1502,3,96.4,1606,KHARGHULI HILLS
1503,3,82.8,1725,PANJABARI
1504,1,19.3,315,BELTOLA
1505,3,58.0,950,BELTOLA
1506,2,49.7,757,BAGHARBARI
1507,2,58.8,996,ZOO TINIALI
1508,2,43.2,900,PANJABARI
1509,A,80.0,1250,BAISISTHA
1510,4,180.0,1675,SATGAON
1511,3,90.0,1740,VIP ROAD
1512,3,31.0,1150,KAHILIPARA
1513,3,63.2,816,PANJABARI
1514,4,202.0,2502,ZOO ROAD
1515,2,31.6,510,SATGAON
1516,3,64.4,1342,DOWNTOWN
1517,3,48.3,835,LOKHRA
1518,3,85.7,1429,KHARGHULI HILLS
1519,2,72.8,1213,KHARGHULI HILLS
1520,3,5.0,1350,GUWAHATI
1521,3,62.0,1150,BHETAPARA
1522,2,46.8,975,DOWNTOWN
1523,3,60.0,1250,GUWAHATI
1524,3,81.7,1404,RAJGARH ROAD
1525,3,48.6,980,LOKHRA
1526,3,88.2,1522,RAJGARH ROAD
1527,2,41.4,640,SATGAON
1528,3,78.0,1625,NOONMATI
1529,3,73.8,1308,BELTOLA
1530,3,53.2,885,SATGAON
1531,2,40.0,1090,JALUKBARI
1532,2,42.4,715,SATGAON
1533,3,49.5,1201,KHANAPARA
1534,3,63.6,1014,DHARAPUR
1535,3,152.0,2874,GEETANAGAR
1536,3,153.0,2890,GEETANAGAR
1537,3,58.0,838,DHARAPUR
1538,2,49.0,990,DHARAPUR
1539,3,67.9,953,LAL GANESH
1540,3,54.0,880,BHANGAGARH
1541,2,33.4,545,BELTOLA
1542,3,59.3,951,JALUKBARI
1543,3,126.0,1775,ZOO TINIALI
1544,3,54.0,1000,HATIGAON
1545,3,77.8,1386,GEETANAGAR
1546,3,60.0,1265,DHARAPUR
1547,1,22.0,302,DHARAPUR
1548,2,42.0,556,JALUKBARI
1549,3,65.0,1300,BARSAPARA
1550,2,62.0,1172,KAHILIPARA
1551,2,39.9,793,SIX MILE
1552,2,36.2,612,DHIRENPARA
1553,3,73.2,1525,PANJABARI
1554,2,50.0,980,GANESHGURI
1555,4,84.0,1500,KAHILIPARA
1556,3,54.0,1000,KAHILIPARA
1557,2,30.0,538,KALA PAHAR
1558,2,54.3,1015,SOUTH SARANIA
1559,2,32.0,700,GUWAHATI
1560,2,65.0,1128,BELTOLA
1561,2,600.0,1600,GANESHGURI
1562,3,56.7,880,JALUKBARI
1563,2,45.0,1100,ADABARI
1564,3,55.5,1120,LAL GANESH
1565,3,55.5,1109,KAHILIPARA
1566,3,56.0,1050,SIX MILE
1567,3,60.0,1000,DOWNTOWN
1568,4,75.2,1550,KAHILIPARA
1569,2,45.0,900,PANJABARI
1570,3,73.0,1505,KAHILIPARA
1571,3,50.8,800,SATGAON
1572,3,60.8,863,JALUKBARI
1573,3,80.0,1180,UZAN BAZAR
1574,3,63.0,1140,CHANDMARI
1575,2,38.0,855,JALUKBARI
1576,3,69.9,1243,GEETANAGAR
1577,3,68.3,973,GANESHGURI
1578,2,50.0,640,LOKHRA
1579,3,61.6,1050,VIP ROAD
1580,3,57.5,1278,LAL GANESH
1581,3,61.0,1250,GUWAHATI
1582,3,51.9,743,SURVEY
1583,3,42.0,913,KAHIKUCHI
1584,2,44.7,938,GANESHPARA
1585,2,58.9,1132,BIRUBARI
1586,3,62.0,1100,KAHILIPARA
1587,3,51.0,910,LAL GANESH
1588,2,36.8,800,HATIGAON
1589,2,39.8,700,LALMATI
1590,2,56.8,998,KAHILIPARA
1591,3,61.6,1048,VIP ROAD
1592,3,98.0,1800,TARUN NAGAR
1593,3,97.2,1567,PALTAN BAZAAR
1594,2,36.0,770,LOKHRA
1595,3,90.2,1504,SARABBHATI
1596,3,62.8,1396,PANJABARI
1597,3,70.1,955,KAHILIPARA
1598,3,49.4,804,BORAGAON
1599,3,40.0,1107,MALIGAON
1600,2,50.0,932,BARSAPARA
1601,3,57.0,1100,BORBARI
1602,2,51.0,1000,SIX MILE
1603,3,83.7,1555,MANPARA
1604,4,106.0,2025,MANPARA
1605,4,106.0,2025,MANPARA
1606,2,41.0,1175,AZARA
1607,2,58.9,950,KHARGHULI HILLS
1608,2,38.4,615,DHARAPUR
1609,3,90.0,1500,KALA PAHAR
1610,3,73.9,1355,MANPARA
1611,3,80.8,1495,MANPARA
1612,2,39.3,630,BORAGAON
1613,3,75.0,1460,KAHILPARA
1614,3,80.3,1485,MANPARA
1615,3,83.7,1555,MANPARA
1616,3,75.2,1380,MANPARA
1617,3,80.3,1485,MANPARA
1618,3,57.5,1250,BAGHARBARI
1619,3,83.5,1550,MANPARA
1620,3,73.8,1230,BHANGAGARH
1621,2,49.9,1189,BORSOJAI
1622,3,83.5,1550,MANPARA
1623,3,75.1,1380,MANPARA
1624,2,45.0,850,ADABARI
1625,2,64.5,1112,GANESHGURI
1626,2,61.0,956,REHABARI
1627,3,94.5,1670,BHETAPARA
1628,3,75.0,1000,ULUBARI
1629,3,50.0,920,BIRUBARI
1630,3,47.6,820,JALUKBARI
1631,3,47.0,700,KAHIKUCHI
1632,2,39.2,872,KAHILIPARA
1633,3,36.0,999,DHARAPUR
1634,3,75.0,1100,SILPUKHURI
1635,3,74.7,1494,ZOO ROAD
1636,3,78.7,1180,GEETANAGAR
1637,2,42.5,740,JAPORIGOG
1638,2,45.0,1000,BHANGAGARH
1639,3,65.5,1016,SURVEY
1640,3,64.1,937,KHANAPARA
1641,3,50.4,884,KALA PAHAR
1642,1,26.7,475,JALUKBARI
1643,3,51.5,920,ZOO ROAD
1644,3,90.0,1600,LOKHRA
1645,3,74.0,1450,GUWAHATI
1646,3,52.0,900,JALUKBARI
1647,2,58.6,1274,DHIRENPARA
1648,3,71.2,1582,DHIRENPARA
1649,4,88.2,1840,KHANAPARA
1650,2,35.0,800,LOKHRA
1651,3,79.5,1282,BELTOLA
1652,3,150.0,1450,NAVAGRAHA ROAD
1653,3,66.2,1180,JALUKBARI
1654,2,32.6,579,GARCHUK
1655,3,49.7,942,TETELIA
1656,2,42.3,941,AZARA
1657,2,44.2,982,AZARA
1658,2,42.4,941,AZARA
1659,2,44.2,982,AZARA
1660,3,52.6,1166,AZARA
1661,2,28.0,400,PATOR KUCHI
1662,3,110.00000000000001,2017,ZOO ROAD
1663,3,89.3,1137,REHABARI
1664,3,64.0,1000,KALA PAHAR
1665,3,53.0,1100,SIX MILE
1666,2,36.0,675,LAL GANESH
1667,2,57.6,850,VIP ROAD
1668,3,75.0,1500,JALUKBARI
1669,2,37.3,640,JALUKBARI
1670,3,94.6,1455,BHANGAGARH
1671,3,50.0,900,BELTOLA
1672,3,48.0,1000,LALMATI
1673,3,55.0,1000,DOWNTOWN
1674,2,45.0,900,BELTOLA
1675,2,42.4,941,AZARA
1676,2,44.3,982,AZARA
1677,3,51.7,1148,AZARA
1678,3,51.7,1148,AZARA
1679,3,51.7,1148,AZARA
1680,3,52.5,1166,AZARA
1681,3,52.5,1166,AZARA
1682,3,70.9,1002,LACHIT NAGAR
1683,3,55.0,800,HATIGAON
1684,2,42.0,1200,SILPUKHURI
1685,3,54.0,1200,SIX MILE
1686,3,64.6,1270,PANJABARI
1687,3,74.0,1557,KAHILIPARA
1688,3,60.0,1025,SOUTH SARANIA
1689,4,130.0,2200,KALA PAHAR
1690,4,154.0,2600,KALA PAHAR
1691,3,65.0,1433,LOKHRA
1692,3,72.0,1435,PANJABARI
1693,4,83.0,2125,KAHILIPARA
1694,3,96.0,1600,KHARGHULI HILLS
1695,2,42.0,780,JYOTIKUCHI
1696,2,55.0,800,RUKMINI GAON
1697,3,83.4,1525,KAHILIPARA
1698,3,92.5,1640,KALA PAHAR
1699,3,45.4,950,LAL GANESH
1700,3,35.0,900,JALUKBARI
1701,3,98.0,1800,TARUN NAGAR
1702,2,33.9,800,LOKHRA
1703,3,72.0,1360,RUKMINI GAON
1704,3,54.5,1100,NAYANPUR
1705,3,98.0,1600,ZOO ROAD
1706,2,53.0,900,BHETAPARA
1707,4,128.0,2180,BHANGAGARH
1708,3,59.1,899,LOKHRA
1709,3,41.8,749,GARCHUK
1710,4,140.0,2600,KALA PAHAR
1711,3,63.7,809,PANJABARI
1712,2,49.0,733,BELTOLA
1713,3,58.0,881,LOKHRA
1714,2,42.0,700,DAKHINGAON
1715,3,70.0,1400,JALUKBARI
1716,3,67.0,1340,DISPUR
1717,3,52.0,1150,JALUKBARI
1718,3,44.7,740,GARCHUK
1719,3,68.0,1340,BELTOLA
1720,3,74.6,1156,LOKHRA
1721,3,66.8,858,PANJABARI
1722,2,35.0,1200,JALUKBARI
1723,4,91.6,1280,KHANAPARA
1724,3,68.2,1325,DISPUR
1725,5,86.0,1860,HATIGAON
1726,3,53.0,1370,BELTOLA
1727,4,100.0,1500,AMBIKAGIRINAGAR
1728,4,140.0,2600,KALA PAHAR
1729,3,57.0,1250,HATIGAON
1730,2,36.0,700,ZOO ROAD
1731,2,55.8,823,GANESHGURI
1732,3,76.8,1670,LOKHRA
1733,3,61.4,823,SURVEY
1734,4,165.0,2150,ATHGAON
1735,3,71.3,1372,SOUTH SARANIA
1736,3,61.1,1422,SIX MILE
1737,3,52.5,1150,MALIGAON
1738,4,157.0,3143,KHANAPARA
1739,3,47.0,940,BORMOTORIA
1740,3,50.0,1250,NALAPARA
1741,2,52.9,1058,KHANAPARA
1742,3,63.0,1355,KHANAPARA
1743,3,58.6,700,CHANDMARI
1744,2,58.0,1074,GANESHGURI
1745,2,39.7,650,LAL GANESH
1746,3,56.7,1222,LOKHRA
1747,3,45.9,770,KHANAPARA
1748,3,50.0,1100,GUWAHATI
1749,3,75.0,1200,TARUN NAGAR
1750,3,63.0,1050,DISPUR
1751,3,75.0,1100,RAJGARH ROAD
1752,3,57.5,996,KALA PAHAR
1753,4,72.0,1165,BORAGAON
1754,3,65.0,1357,LALMATI
1755,3,71.8,1061,BELTOLA
1756,3,70.0,1000,BELTOLA
1757,2,56.0,880,BHANGAGARH
1758,2,42.0,766,DHARAPUR
1759,3,95.0,1480,RUKMINI GAON
1760,3,85.9,1652,BIRUBARI
1761,2,59.0,1000,RUPNAGAR
1762,3,48.0,1200,ADABARI
1763,2,35.0,700,NARIKAL BARI
1764,4,121.0,2130,BHETAPARA
1765,3,102.0,1660,ULUBARI
1766,3,49.4,1148,AZARA
1767,2,47.1,935,KAHILIPARA
1768,3,60.6,931,GARCHUK
1769,3,55.6,1053,BELTOLA
1770,2,49.0,1050,BELTOLA
1771,3,54.6,1109,ODALBAKRA
1772,3,63.9,1332,LOKHRA
1773,4,122.0,2664,LOKHRA
1774,2,42.0,821,LAKHIMI NAGAR
1775,3,80.1,1085,MANPARA
1776,3,45.0,645,JALUKBARI
1777,3,57.5,920,CHANDMARI
1778,3,60.0,1024,RUKMINI GAON
1779,3,62.0,1100,BELTOLA
1780,2,28.0,660,AMBARI
1781,2,49.2,703,JALUKBARI
1782,3,66.0,913,JALUKBARI
1783,3,72.0,1380,BELTOLA
1784,1,33.7,624,BORMOTORIA
1785,2,64.2,1188,BORMOTORIA
1786,2,60.4,1119,BORMOTORIA
1787,2,53.6,890,BHETAPARA
1788,3,72.8,1150,BHETAPARA
1789,3,70.0,1350,KAHILIPARA
1790,2,45.0,800,GUWAHATI
1791,3,96.2,1882,KAHILIPARA
1792,3,70.0,1350,KAHILIPARA
1793,3,102.0,1648,RUPNAGAR
1794,2,48.0,784,LAKHIMI NAGAR
1795,3,46.0,1200,MALIGAON CHARIALI
1796,3,100.0,1604,RUPNAGAR
1797,3,55.0,1000,SIX MILE
1798,3,102.0,1648,RUPNAGAR
1799,3,100.0,1604,RUPNAGAR
1800,2,52.0,1050,BAKARAPARA
1801,3,76.2,953,BELTOLA
1802,4,180.0,2130,BHETAPARA
1803,3,55.0,1150,DOWNTOWN
1804,3,92.0,1314,SARABBHATI
1805,3,78.0,1650,RUKMINI GAON
1806,2,64.2,1188,BORMOTORIA
1807,3,77.6,1437,BORMOTORIA
1808,3,77.3,1431,BORMOTORIA
1809,3,114.99999999999999,2145,BORMOTORIA
1810,3,98.6,1826,BORMOTORIA
1811,3,92.6,1714,BORMOTORIA
1812,3,87.8,1626,BORMOTORIA
1813,3,92.6,1714,BORMOTORIA
1814,3,77.3,1431,BORMOTORIA
1815,4,108.0,2004,BORMOTORIA
1816,3,90.0,1280,ZOO ROAD
1817,3,37.9,894,DHARAPUR
1818,3,40.8,995,DHARAPUR
1819,3,44.3,1007,DHARAPUR
1820,3,42.5,1013,DHARAPUR
1821,3,49.1,1183,DHARAPUR
1822,3,48.1,1190,DHARAPUR
1823,3,53.1,1222,DHARAPUR
1824,3,52.8,1277,DHARAPUR
1825,3,60.0,1000,PANJABARI
1826,3,51.8,1178,BHASKAR NAGAR
1827,1,19.2,433,DHARAPUR
1828,2,28.5,680,DHARAPUR
1829,2,36.7,886,DHARAPUR
1830,2,43.3,1008,DHARAPUR
1831,2,41.8,955,DHARAPUR
1832,2,41.4,1011,DHARAPUR
1833,2,47.3,1081,DHARAPUR
1834,3,46.9,1097,DHARAPUR
1835,3,44.8,1100,DHARAPUR
1836,3,51.5,1183,DHARAPUR
1837,3,48.6,1185,DHARAPUR
1838,3,52.2,1277,DHARAPUR
1839,3,42.6,967,DHARAPUR
1840,3,65.0,1200,PANJABARI
1841,2,46.7,900,DHIRENPARA
1842,3,47.0,980,PANJABARI
1843,3,48.0,895,JALUKBARI
1844,3,65.9,1076,HATIGAON
1845,3,70.0,1150,DISPUR
1846,3,79.0,1200,DISPUR
1847,2,61.6,850,PANJABARI
1848,3,105.0,1500,GANESHGURI
1849,3,82.5,1650,BIRUBARI
1850,3,55.0,1140,PANDU
1851,4,62.0,1400,MALIGAON
1852,3,40.0,800,PANDU
1853,3,60.0,1100,KAHILIPARA
1854,3,70.4,949,MANPARA
1855,3,53.6,1260,BASISTHA
1856,3,88.5,1200,AMBIKAGIRINAGAR
1857,2,46.0,900,BHETAPARA
1858,3,79.3,1066,NALAPARA
1859,2,32.0,703,DHARAPUR
1860,3,81.2,1069,NALAPARA
1861,2,49.8,711,JALUKBARI
1862,3,53.1,1361,JALUKBARI
1863,3,51.4,1317,JALUKBARI
1864,3,51.8,1329,JALUKBARI
1865,3,52.8,1353,JALUKBARI
1866,3,53.0,1358,JALUKBARI
1867,2,36.0,900,CHANDMARI
1868,2,62.0,1220,GHORAMARA
1869,2,52.4,1035,JALUKBARI
1870,2,61.5,950,BELTOLA
1871,2,55.0,1040,LAL GANESH
1872,3,65.0,1100,BELTOLA
1873,3,55.0,1200,RUKMINI GAON
1874,3,70.6,838,PANJABARI
1875,3,118.0,1920,RUPNAGAR
1876,3,119.0,1933,RUPNAGAR
1877,3,57.1,1190,KAHILIPARA
1878,3,80.0,1200,SIX MILE
1879,3,118.0,1920,RUPNAGAR
1880,4,141.0,2301,RUPNAGAR
1881,3,72.0,1250,SIX MILE
1882,3,72.6,953,NALAPARA
1883,3,66.0,853,NALAPARA
1884,2,45.0,750,NAYANPUR
1885,3,70.4,1370,BELTOLA
1886,3,68.0,1050,BELTOLA
1887,2,40.0,1125,PANJABARI
1888,3,62.0,1100,NAYANPUR
1889,3,70.3,1061,PANJABARI
1890,4,138.0,2256,RUPNAGAR
1891,3,90.0,1800,DOWNTOWN
1892,2,40.0,850,GUWAHATI
1893,3,95.0,1300,BELTOLA
1894,4,150.0,2200,BELTOLA
1895,3,42.0,808,PRAGJYOTISH NAGAR
1896,3,65.0,896,TETELIA
1897,2,44.0,856,MALIGAON
1898,2,26.0,960,AZARA
1899,4,140.0,2000,KAHILIPARA
1900,2,46.0,741,JALUKBARI
1901,2,65.0,1214,SILPUKHURI
1902,3,55.3,835,LOKHRA
1903,4,107.0,1805,SARUSAJAI
1904,3,62.1,1111,SARUSAJAI
1905,2,47.8,856,SARUSAJAI
1906,3,68.0,1357,LALMATI
1907,2,42.0,1060,MALIGAON
1908,3,67.8,1270,BELTOLA
1909,2,55.0,800,ZOO ROAD
1910,3,45.0,1000,AZARA
1911,3,63.5,1270,PANJABARI
1912,3,70.0,1200,DWARAKA NAGAR
1913,2,35.0,750,SIJUBARI
1914,2,44.0,1155,SARUSAJAI
1915,3,78.3,1040,BELTOLA
1916,3,55.0,838,DHARAPUR
1917,3,64.9,1330,JALUKBARI
1918,2,47.7,793,DATALPARA
1919,2,70.9,1176,GANESHGURI
1920,2,34.0,850,DHARAPUR
1921,3,60.3,1340,BHETAPARA
1922,2,25.0,800,MALIGAON
1923,2,35.0,700,DHIRENPARA
1924,2,41.4,690,JALUKBARI
1925,2,43.0,700,BHETAPARA
1926,3,67.2,955,KAHILIPARA
1927,3,71.5,1014,KAHILIPARA
1928,3,70.0,1175,ADABARI
1929,2,30.0,1036,DHIRENPARA
1930,3,45.0,850,LAL GANESH
1931,2,50.0,950,HATIGAON
1932,2,36.0,624,HATIGAON
1933,2,46.0,732,SIX MILE
1934,2,36.9,999,DHARAPUR
1935,3,82.1,1500,VIP ROAD
1936,2,45.0,1050,SARABBHATI
1937,3,83.7,1094,NALAPARA
1938,3,51.7,1325,JALUKBARI
1939,3,52.1,1337,JALUKBARI
1940,2,32.5,760,REHABARI
1941,3,80.4,1380,RAJGARH ROAD
1942,2,55.0,850,TETELIA
1943,2,35.0,700,DHIRENPARA
1944,2,36.0,1000,BASISTHA
1945,2,65.0,1134,PANDU
1946,2,45.6,638,JALUKBARI
1947,3,42.0,950,LOKHRA
1948,3,66.0,1180,DISPUR
1949,4,160.0,2000,ATHGAON
1950,3,54.8,990,GS ROAD
1951,2,39.0,800,KAHIKUCHI
1952,2,125.0,1600,KHARGHULI HILLS
1953,3,72.0,1100,BELTOLA
1954,2,52.5,780,BELTOLA
1955,3,55.0,1300,GUWAHATI
1956,2,41.5,854,JALUKBARI
1957,3,45.0,900,BHETAPARA
1958,3,68.0,1000,REHABARI
1959,3,52.0,1200,NALAPARA
1960,3,104.0,2326,BELTOLA
1961,3,85.5,1700,KAHILIPARA
1962,1,8.0,188,KAHILIPARA
1963,3,60.0,1250,PANJABARI
1964,3,82.7,1590,BHETAPARA
1965,3,68.6,1350,KAHILIPARA
1966,3,48.4,750,JALUKBARI
1967,3,90.0,1450,ULUBARI
1968,3,38.6,820,AZARA
1969,3,83.0,1045,BORSOJAI
1970,2,65.0,1250,KALA PAHAR
1971,3,72.0,1216,ADABARI
1972,2,39.0,922,GHORAMARA
1973,3,74.0,1500,VIP ROAD
1974,3,48.0,1000,PANJABARI
1975,3,55.0,1000,GANDHI BASTI
1976,3,67.5,1004,JAYANAGAR
1977,3,80.0,1210,LANKESHWAR
1978,2,30.0,633,DISPUR
1979,2,40.7,970,DISPUR
1980,2,45.0,900,ADABARI
1981,2,45.0,1050,JALUKBARI
1982,3,47.0,755,DHARAPUR
1983,3,60.5,834,DHARAPUR
1984,3,60.0,1044,JAYANAGAR
1985,3,60.0,1100,HENGRABARI
1986,2,50.0,900,HENGRABARI
1987,2,22.0,800,SAWKUCHI
1988,3,114.99999999999999,1200,LALMATI
1989,2,80.0,1250,GUWAHATI
1990,3,55.9,850,LALMATI
1991,3,60.0,1452,GUWAHATI
1992,3,53.9,777,JALUKBARI
1993,2,55.2,732,BELTOLA
1994,2,31.0,849,DHARAPUR
1995,3,40.0,1182,DHARAPUR
1996,3,48.1,1375,KAHILIPARA
1997,3,33.0,645,DHARAPUR
1998,3,120.0,1949,RUPNAGAR
1999,3,118.0,1914,RUPNAGAR
2000,3,119.0,1933,RUPNAGAR
2001,3,53.0,1048,PRAGJYOTISH NAGAR
2002,4,138.0,2256,RUPNAGAR
2003,4,141.0,2301,RUPNAGAR
2004,2,39.0,830,BARSAPARA
2005,2,50.0,980,BELTOLA
2006,3,74.5,991,NALAPARA
2007,3,75.0,951,DISPUR
2008,3,60.0,1150,PANJABARI
2009,2,33.0,650,KAHILIPARA
2010,3,53.0,1000,VIP ROAD
2011,3,51.1,1089,JALUKBARI
2012,3,83.0,1463,BORSOJAI
2013,4,137.0,2180,BHANGAGARH
2014,2,55.0,1175,SIX MILE
2015,2,46.2,1123,JYOTIKUCHI
2016,3,55.0,1080,LAL GANESH
2017,3,77.9,1320,BHANGAGARH
2018,3,68.9,941,KHANAPARA
2019,3,60.8,1350,KAHILIPARA
2020,3,76.5,1700,KAHILIPARA
2021,2,55.0,1200,ULUBARI
2022,3,54.1,1144,GOTANAGAR
2023,3,72.0,876,HATIGAON
2024,4,110.00000000000001,1550,KAHILIPARA
2025,3,77.9,1320,BHANGAGARH
2026,3,45.0,1000,LOKHRA
2027,3,66.0,1000,BHANGAGARH
2028,2,42.4,707,BAGHARBARI
2029,3,55.3,870,GARCHUK
2030,3,52.1,868,BAGHARBARI
2031,3,57.8,876,LOKHRA
2032,3,58.2,884,LOKHRA
2033,2,55.1,1125,PANJABARI
2034,3,74.4,1371,BELTOLA
2035,2,59.1,832,BELTOLA
2036,3,61.5,1446,SARUSAJAI
2037,3,68.0,1651,LOKHRA
2038,3,57.7,905,PANJABARI
2039,4,1005.0000000000001,1600,ZOO ROAD
2040,3,65.5,858,PANJABARI
2041,3,55.0,1300,SIX MILE
2042,1,21.1,587,LOKHRA
2043,4,114.99999999999999,1828,BORSOJAI
2044,2,65.0,1214,SILPUKHURI
2045,3,54.8,960,BELTOLA
2046,1,24.0,534,KHANAPARA
2047,4,105.0,1900,ZOO TINIALI
2048,2,40.0,889,KHANAPARA
2049,3,50.0,1100,KHANAPARA
2050,3,54.0,1194,KHANAPARA
2051,3,55.0,1204,KHANAPARA
2052,3,66.2,1278,KHANAPARA
2053,3,47.0,1370,JAYANAGAR
2054,3,66.3,853,PANJABARI
2055,3,66.9,1293,KHANAPARA
2056,3,69.2,1338,KHANAPARA
2057,3,69.9,1352,KHANAPARA
2058,2,58.5,780,BELTOLA
2059,1,35.1,665,JALUKBARI
2060,1,36.3,690,JALUKBARI
2061,2,47.6,925,JALUKBARI
2062,2,48.3,940,JALUKBARI
2063,2,48.7,950,JALUKBARI
2064,3,92.0,2000,GUWAHATI
2065,2,41.7,1043,MALIGAON
2066,3,78.0,1300,CHRISTIAN BASTI
2067,3,105.0,1570,GUWAHATI
2068,4,90.0,1450,AMBIKAGIRINAGAR
2069,4,105.0,1400,NARIKAL BARI
2070,2,51.9,1020,JALUKBARI
2071,2,52.5,1035,JALUKBARI
2072,2,53.2,1050,JALUKBARI
2073,3,55.7,1100,JALUKBARI
2074,3,64.2,1290,JALUKBARI
2075,3,65.9,1330,JALUKBARI
2076,3,70.0,1420,JALUKBARI
2077,1,24.0,540,KHANAPARA
2078,2,40.0,800,KAHILIPARA
2079,3,74.4,1369,BELTOLA
2080,3,45.1,1252,LOKHRA
2081,3,50.1,1100,KHANAPARA
2082,3,54.1,1194,KHANAPARA
2083,3,55.1,1204,KHANAPARA
2084,3,45.0,850,SIX MILE
2085,2,36.1,1003,LOKHRA
2086,3,58.9,1280,LALMATI
2087,3,55.0,1000,SIX MILE
2088,3,63.9,1310,VIP ROAD
2089,3,53.1,853,LANKESHWAR
2090,3,38.0,700,KAHIKUCHI
2091,3,68.1,1393,KAHILIPARA
2092,3,70.7,1437,KAHILIPARA
2093,2,56.4,698,KAHILIPARA
2094,2,45.9,644,JALUKBARI
2095,3,67.0,1293,KHANAPARA
2096,3,69.2,1338,KHANAPARA
2097,3,70.0,1290,CHANDMARI
2098,4,95.9,1869,KHANAPARA
2099,3,69.9,1352,KHANAPARA
2100,3,82.2,1597,KHANAPARA
2101,3,48.1,920,SATGAON
2102,3,83.1,1614,KHANAPARA
2103,3,85.0,1300,VIP ROAD
2104,2,52.2,1015,KAHILPARA
2105,2,52.8,1029,KAHILPARA
2106,3,67.0,1344,KAHILPARA
2107,3,68.7,1383,KAHILPARA
2108,3,75.1,1525,KAHILPARA
2109,3,47.0,960,JALUKBARI
2110,3,67.0,1000,CHANDMARI
2111,3,75.4,1530,KAHILPARA
2112,3,75.8,1540,KAHILPARA
2113,3,49.0,920,LAL GANESH
2114,2,47.3,1050,GHORAMARA
2115,3,66.0,1100,LACHIT NAGAR
2116,4,100.0,2400,CHANDMARI
2117,3,67.0,1375,VIP ROAD
2118,2,53.8,800,PATOR KUCHI
2119,3,54.8,1174,PANJABARI
2120,2,40.7,860,PANJABARI
2121,3,53.8,1222,BETKUCHI
2122,3,49.0,1114,BETKUCHI
2123,3,90.7,1930,BETKUCHI
2124,3,60.5,1210,BETKUCHI
2125,3,54.0,1280,KAHILIPARA
2126,3,53.0,1000,KAHILIPARA
2127,3,55.0,1249,BETKUCHI
2128,3,170.0,2900,BELTOLA
2129,3,53.8,1222,BETKUCHI
2130,3,90.8,1930,BETKUCHI
2131,4,132.0,2646,BETKUCHI
2132,4,132.0,2646,BETKUCHI
2133,3,67.5,1265,BAGHARBARI
2134,2,38.3,850,KAHILIPARA
2135,2,48.0,700,KAMAKHYA NAGAR
2136,2,32.0,43,DHARAPUR
2137,3,52.0,1000,HATIGAON
2138,3,60.0,1100,VIP ROAD
2139,3,67.7,1353,KHANAPARA
2140,3,71.2,1582,DHIRENPARA
2141,3,85.8,1650,BIRUBARI
2142,3,74.2,1400,LALMATI
2143,3,95.0,1320,KALA PAHAR
2144,3,55.5,1050,VIP ROAD
2145,2,38.3,850,SIX MILE
2146,3,92.0,1240,GUWAHATI
2147,1,23.4,498,BETKUCHI
2148,2,37.9,861,BETKUCHI
2149,2,37.9,861,BETKUCHI
2150,3,55.0,1249,BETKUCHI
2151,3,50.0,1020,GANDHI BASTI
2152,4,91.2,2263,LOKHRA
2153,3,99.4,1775,GANESHGURI
2154,3,84.0,1250,BASISTHA
2155,3,52.0,966,BARSAPARA
2156,3,78.0,1325,PATOR KUCHI
2157,2,58.2,1163,LAL GANESH
2158,2,52.3,1045,BELTOLA
2159,3,63.5,1270,BELTOLA
